240,165482,10584,5798,23956,12328,1756.07,16990.39,12
240,164222,10974,6297,22542,11953,1911.08,16067.29,5
240,165414,11126,6136,24285,12350,1868.08,17086.93,8
240,165018,10694,6157,25190,12530,1840.27,17537.76,4
240,164090,10914,6193,25692,12695,1879.43,17958.03,13
240,164235,11261,6277,24239,11716,1888.75,16994.19,15
240,164136,11214,6095,23689,12044,1855.19,16751.56,9
240,164409,11117,6217,22426,11644,1871.13,15839.78,6
240,164612,11076,6238,24186,11911,1899.94,16944.44,10
240,164538,10594,5928,25278,12337,1825.74,17765.26,3
240,164621,10865,5933,23239,11916,1789.07,16318.74,14
240,165119,10805,6227,23149,11931,1884.77,16267.88,18
240,164384,10890,6264,23440,11703,1899.35,16465.84,17
240,164924,11112,6081,24333,12485,1863.8,17145.79,0
240,165611,11319,6295,24536,12195,1923.1,17299.4,7
240,164252,10762,6307,23375,11896,1908.53,16498.5,19
240,165004,11060,6168,25179,12617,1865.74,17621.75,11
240,163905,11077,6264,24974,12354,1912.08,17359.46,2
240,165153,11157,6106,23847,12008,1875.93,16706.4,16
240,163903,11211,6206,24346,12316,1889.61,17211.8,1
