120,58788,1860,1278,4549,2851,387.11,3135.35,6
120,58403,1793,1357,4370,2861,398.51,3077.91,9
120,58800,1818,1392,4337,2813,403.6,3007.37,18
120,58581,2063,1338,4166,2929,399.84,2968.9,8
120,58345,1869,1376,4252,2833,402.92,2963.0,7
120,58877,1887,1307,4270,2938,382.65,3078.03,5
120,58762,1986,1509,4412,2833,444.41,3166.01,0
120,58141,1915,1323,4853,2878,399.27,3374.35,17
120,58892,1866,1253,4371,2837,386.0,3079.95,4
120,58385,1937,1408,3979,2683,408.92,2789.75,2
120,58803,1975,1383,4830,2981,412.44,3316.71,14
120,58572,1930,1370,4797,3092,412.13,3409.73,10
120,59086,1698,1354,4075,2783,399.45,2862.54,15
120,58844,1748,1348,5031,2897,401.77,3517.63,16
120,57779,1865,1312,4194,2783,388.7,2989.31,13
120,58788,1860,1404,4615,3038,428.88,3298.11,1
120,58383,1899,1409,4443,3027,417.98,3135.32,11
120,58398,1980,1287,4159,2826,398.84,2955.72,3
120,59152,1792,1310,4313,2809,381.79,3046.75,19
120,57866,1780,1292,4172,2765,395.39,2978.5,12
